frame_number,capture_ts_ms,decode_ts_ms
1062,1452146.158,24035.142
1063,1452162.834,24051.938
1064,1452179.491,24067.708
1065,1452196.209,24085.327
1066,1452212.894,24101.304
1067,1452229.575,24118.421
1068,1452246.404,24134.978
1069,1452263.115,24151.991
1070,1452279.736,24168.904
1071,1452296.337,24184.960
1072,1452312.956,24201.248
1073,1452329.629,24218.460
1074,1452346.363,24234.606
1075,1452363.037,24251.635
1076,1452379.681,24268.989
1077,1452396.407,24285.252
1078,1452413.047,24301.159
1079,1452429.776,24318.121
1080,1452446.419,24335.179
1081,1452463.149,24352.187
1082,1452479.830,24368.045
1083,1452496.506,24385.136
1084,1452513.150,24402.099
1085,1452529.872,24418.120
1086,1452546.519,24435.396
1087,1452563.242,24452.004
1088,1452579.883,24468.091
1089,1452596.613,24485.001
1090,1452613.292,24501.912
1091,1452629.955,24519.935
1092,1452646.658,24535.926
1093,1452663.311,24552.037
1094,1452680.069,24569.004
1095,1452696.725,24585.247
1096,1452713.395,24602.317
1097,1452730.050,24618.272
1098,1452746.773,24635.233
1099,1452763.447,24652.394
1100,1452780.086,24668.294
1101,1452796.813,24685.406
1102,1452813.492,24702.328
1103,1452830.189,24719.095
1104,1452847.009,24736.362
1105,1452863.575,24752.144
1106,1452880.192,24769.135
1107,1452896.914,24785.259
1108,1452913.559,24801.975
1109,1452930.286,24818.924
1110,1452946.922,24835.939
1111,1452963.658,24851.953
1112,1452980.353,24869.085
1113,1452996.964,24885.276
1114,1453013.655,24902.333
1115,1453030.376,24918.976
1116,1453047.077,24936.102
1117,1453063.783,24953.244
1118,1453080.440,24969.050
1119,1453097.092,24986.020
1120,1453097.092,24990.059
1121,1453113.844,25004.442
1122,1453130.491,25021.403
1123,1453147.168,25038.497
1124,1453163.819,25054.380
1125,1453180.538,25071.409
1126,1453197.182,25088.313
1127,1453213.903,25105.254
1128,1453230.558,25121.308
1129,1453247.410,25137.739
1130,1453264.057,25154.920
1131,1453280.789,25172.080
1132,1453297.376,25187.633
1133,1453313.971,25204.885
1134,1453330.688,25221.604
1135,1453347.325,25238.783
1136,1453364.069,25254.588
1137,1453380.696,25271.660
1138,1453397.420,25288.502
1139,1453414.098,25304.663
1140,1453430.751,25321.530
1141,1453447.470,25338.484
1142,1453464.160,25354.878
1143,1453480.807,25371.557
1144,1453497.523,25388.511
1145,1453514.159,25404.437
1146,1453530.894,25421.662
1147,1453547.858,25438.763
1148,1453564.448,25454.389
1149,1453580.973,25471.323
1150,1453597.647,25488.366
1151,1453614.321,25504.051
1152,1453631.001,25523.089
1153,1453647.688,25537.937
1154,1453664.323,25554.590
1155,1453681.076,25571.366
1156,1453697.689,25588.424
1157,1453714.418,25604.459
1158,1453731.143,25621.408
1159,1453747.784,25637.945
1160,1453764.417,25654.957
1161,1453781.157,25671.916
1162,1453797.827,25687.658
1163,1453814.473,25704.545
1164,1453831.198,25721.426
1165,1453847.881,25738.460
1166,1453864.682,25754.457
1167,1453881.247,25771.421
1168,1453897.941,25788.331
1169,1453914.572,25804.359
1170,1453931.299,25821.360
1171,1453947.943,25837.800
1172,1453964.654,25854.931
1173,1453981.317,25871.854
1174,1453998.040,25887.828
1175,1454014.708,25904.740
1176,1454031.349,25921.818
1177,1454048.134,25937.758
1178,1454064.785,25955.124
1179,1454081.424,25971.921
1180,1454098.141,25987.590
1181,1454114.814,26004.907
1182,1454131.456,26021.812
1183,1454148.179,26037.820
1184,1454164.827,26054.638
1185,1454181.558,26071.532
1186,1454198.235,26088.763
1187,1454214.914,26104.607
1188,1454231.613,26121.731
1189,1454248.278,26138.563
1190,1454265.103,26154.609
1191,1454281.681,26171.572
1192,1454298.560,26188.346
1193,1454315.148,26205.013
1194,1454331.706,26221.346
1195,1454348.348,26238.275
1196,1454365.124,26255.215
1197,1454381.791,26271.340
1198,1454398.438,26288.301
1199,1454415.080,26304.295
1200,1454431.804,26321.279
1201,1454448.445,26338.545
1202,1454465.164,26355.197
1203,1454481.822,26371.047
1204,1454498.533,26388.273
1205,1454515.174,26405.280
1206,1454531.901,26421.241
1207,1454548.551,26438.121
1208,1454565.280,26455.123
1209,1454581.956,26471.100
1210,1454598.596,26488.080
1211,1454615.320,26505.865
1212,1454631.974,26520.994
1213,1454648.697,26538.041
1214,1454665.369,26554.839
1215,1454682.040,26570.991
1216,1454698.773,26587.933
1217,1454715.434,26605.113
1218,1454732.078,26621.828
1219,1454748.793,26637.854
1220,1454765.437,26654.817
1221,1454782.166,26671.742
1222,1454798.843,26687.691
1223,1454815.481,26704.853
1224,1454832.387,26721.712
1225,1454848.898,26737.243
1226,1454865.717,26755.210
1227,1454882.300,26771.072
1228,1454898.987,26788.326
1229,1454915.592,26805.173
1230,1454932.317,26820.973
1231,1454948.953,26838.180
1232,1454965.696,26855.233
1233,1454982.364,26871.168
1234,1454999.043,26888.050
1235,1455015.693,26904.977
1236,1455032.416,26920.899
1237,1455049.100,26937.989
1238,1455065.745,26955.169
1239,1455082.419,26970.795
1240,1455099.151,26987.664
1241,1455115.873,27004.538
1242,1455132.487,27021.507
1243,1455149.194,27037.972
1244,1455165.857,27055.234
1245,1455182.574,27070.947
1246,1455199.254,27087.661
1247,1455215.923,27104.486
1248,1455232.580,27121.294
1249,1455249.298,27137.842
1250,1455266.188,27155.073
1251,1455282.673,27171.122
1252,1455299.364,27188.658
1253,1455316.037,27204.387
1254,1455332.713,27221.291
1255,1455349.353,27237.740
1256,1455366.075,27254.747
1257,1455382.718,27271.799
1258,1455399.447,27288.513
1259,1455416.232,27307.342
1260,1455432.919,27321.254
1261,1455449.487,27337.847
1262,1455466.177,27354.945
1263,1455482.828,27371.565
1264,1455499.546,27388.251
1265,1455516.190,27405.462
1266,1455532.925,27421.318
1267,1455549.559,27438.053
1268,1455566.292,27455.046
1269,1455582.964,27472.055
1270,1455599.650,27488.513
1271,1455616.288,27505.340
1272,1455633.032,27521.779
1273,1455649.721,27537.767
1274,1455666.349,27555.192
1275,1455683.083,27571.923
1276,1455699.717,27588.370
1277,1455716.439,27605.469
1278,1455733.095,27621.326
1279,1455749.794,27638.896
1280,1455766.442,27654.915
1281,1455783.165,27671.733
1282,1455799.813,27688.343
1283,1455816.547,27705.339
1284,1455833.219,27722.378
1285,1455849.856,27738.932
1286,1455866.604,27754.993
1287,1455883.235,27771.769
1288,1455899.959,27788.745
1289,1455916.648,27805.788
1290,1455933.318,27821.627
1291,1455949.961,27838.784
1292,1455966.849,27856.000
1293,1455983.474,27872.684
1294,1456000.079,27888.737
1295,1456016.702,27905.433
1296,1456033.433,27922.484
1297,1456050.101,27939.110
1298,1456066.740,27954.936
1299,1456083.469,27971.934
1300,1456100.107,27988.828
1301,1456116.880,28006.033
1302,1456133.504,28022.002
1303,1456150.203,28038.324
1304,1456166.853,28055.431
1305,1456183.570,28072.465
1306,1456200.214,28088.246
1307,1456216.961,28105.170
1308,1456233.641,28122.216
1309,1456250.302,28138.932
1310,1456267.037,28156.074
1311,1456283.819,28172.715
1312,1456300.363,28188.708
1313,1456316.996,28205.705
1314,1456333.721,28222.753
1315,1456350.362,28239.202
1316,1456367.087,28255.345
1317,1456383.732,28272.373
1318,1456400.493,28289.286
1319,1456417.104,28305.319
1320,1456433.828,28322.143
1321,1456450.463,28339.100
1322,1456467.183,28356.120
1323,1456483.846,28371.990
1324,1456500.603,28389.079
1325,1456517.362,28406.880
1326,1456533.920,28422.594
1327,1456550.619,28439.220
1328,1456567.245,28456.345
1329,1456584.008,28472.366
1330,1456600.654,28489.035
1331,1456617.295,28506.542
1332,1456633.980,28522.684
1333,1456650.709,28539.220
1334,1456667.384,28556.519
1335,1456684.086,28572.251
1336,1456700.725,28589.180
1337,1456717.442,28605.620
1338,1456734.102,28622.527
1339,1456750.821,28639.372
1340,1456767.497,28656.357
1341,1456784.135,28672.302
1342,1456800.861,28689.397
1343,1456817.514,28706.161
1344,1456834.236,28723.332
1345,1456850.906,28739.162
1346,1456867.567,28755.690
1347,1456884.303,28772.799
1348,1456900.960,28789.765
1349,1456917.604,28805.703
1350,1456934.332,28822.525
1351,1456950.967,28839.213
1352,1456967.690,28856.298
1353,1456984.489,28873.587
1354,1457001.120,28890.190
1355,1457017.736,28906.025
1356,1457034.432,28923.350
1357,1457051.118,28940.156
1358,1457067.793,28956.129
1359,1457084.475,28973.111
1360,1457101.118,28989.242
1361,1457118.135,29007.056
1362,1457134.543,29022.877
1363,1457151.184,29039.483
1364,1457167.899,29056.343
1365,1457184.540,29073.617
1366,1457201.269,29089.473
1367,1457217.949,29106.404
1368,1457234.606,29123.366
1369,1457251.315,29140.408
1370,1457267.958,29156.373
1371,1457284.875,29173.569
1372,1457301.395,29190.665
1373,1457318.012,29206.849
1374,1457334.733,29223.882
1375,1457351.373,29239.357
1376,1457368.114,29256.457
1377,1457384.739,29273.465
1378,1457401.468,29290.609
1379,1457418.113,29306.360
1380,1457434.834,29323.329
1381,1457451.478,29340.548
1382,1457468.208,29356.388
1383,1457484.893,29373.382
1384,1457501.569,29390.285
1385,1457518.239,29406.435
1386,1457535.098,29423.342
1387,1457551.637,29440.284
1388,1457568.270,29456.489
1389,1457584.982,29473.409
1390,1457601.627,29490.782
1391,1457618.350,29507.720
1392,1457635.002,29523.955
1393,1457651.953,29540.488
1394,1457668.446,29557.525
1395,1457685.090,29573.306
1396,1457701.731,29590.189
1397,1457718.462,29606.959
1398,1457735.106,29623.831
1399,1457751.831,29640.429
1400,1457768.505,29657.882
1401,1457785.184,29673.489
1402,1457801.830,29690.348
1403,1457818.600,29707.074
1404,1457835.240,29724.066
1405,1457851.884,29740.694
1406,1457868.604,29757.722
1407,1457885.249,29773.636
1408,1457901.971,29790.694
1409,1457918.616,29807.030
1410,1457935.335,29824.002
1411,1457951.978,29840.729
1412,1457968.878,29857.741
1413,1457985.462,29873.756
1414,1458002.303,29890.780
1415,1458018.824,29907.777
1416,1458035.481,29923.714
1417,1458052.113,29940.502
1418,1458068.835,29957.096
1419,1458085.496,29974.115
1420,1458102.177,29991.102
1421,1458118.820,30007.196
1422,1458135.555,30024.079
1423,1458152.225,30040.531
1424,1458168.913,30057.091
1425,1458185.610,30074.054
1426,1458202.242,30091.255
1427,1458218.957,30107.400
1428,1458235.618,30124.052
1429,1458252.335,30140.387
1430,1458269.006,30157.945
1431,1458285.861,30174.112
1432,1458302.426,30191.118
1433,1458319.028,30208.143
1434,1458335.747,30224.067
1435,1458352.388,30240.487
1436,1458369.116,30258.092
1437,1458385.756,30273.944
1438,1458402.484,30290.951
1439,1458419.167,30310.821
1440,1458435.848,30324.039
1441,1458452.542,30341.744
1442,1458469.363,30357.975
1443,1458485.888,30373.974
1444,1458502.581,30391.078
1445,1458519.225,30407.760
1446,1458535.950,30424.522
1447,1458552.626,30441.582
1448,1458569.278,30457.631
1449,1458585.990,30474.648
1450,1458602.639,30491.728
1451,1458619.362,30509.117
1452,1458636.038,30524.166
1453,1458652.764,30541.742
1454,1458669.412,30558.048
1455,1458686.114,30575.216
1456,1458702.749,30591.238
1457,1458719.471,30607.593
1458,1458736.115,30624.557
1459,1458752.830,30641.650
1460,1458769.477,30657.988
1461,1458786.208,30675.347
1462,1458802.881,30691.197
1463,1458819.535,30708.100
1464,1458836.247,30725.011
1465,1458852.897,30741.423
1466,1458869.617,30758.535
1467,1458886.261,30774.442
1468,1458902.982,30791.368
1469,1458919.629,30808.581
1470,1458936.344,30824.463
1471,1458952.995,30841.382
1472,1458969.710,30858.301
1473,1458986.366,30874.619
1474,1459003.147,30891.407
1475,1459019.875,30909.048
1476,1459036.454,30924.902
1477,1459053.143,30941.443
1478,1459069.784,30958.463
1479,1459086.501,30975.633
1480,1459103.154,30991.413
1481,1459119.869,31008.425
1482,1459136.513,31025.457
1483,1459153.232,31041.493
1484,1459169.886,31058.241
1485,1459186.607,31075.769
1486,1459203.291,31091.698
1487,1459219.981,31108.426
1488,1459236.631,31125.391
1489,1459253.348,31142.446
1490,1459270.026,31158.971
1491,1459286.713,31175.358
1492,1459303.545,31192.007
1493,1459320.055,31208.872
1494,1459336.759,31225.999
1495,1459353.399,31241.941
1496,1459370.121,31259.013
1497,1459386.786,31274.962
1498,1459403.495,31292.077
1499,1459420.133,31308.876
1500,1459436.802,31324.793
1501,1459453.498,31341.903
1502,1459470.246,31358.918
1503,1459487.039,31376.089
1504,1459503.605,31391.781
1505,1459520.281,31408.593
1506,1459536.911,31425.970
1507,1459553.644,31441.718
1508,1459570.285,31458.682
1509,1459587.005,31475.758
1510,1459603.648,31491.975
1511,1459620.375,31509.829
1512,1459637.019,31526.136
1513,1459653.782,31542.798
1514,1459670.471,31558.792
1515,1459687.113,31575.891
1516,1459703.755,31592.857
1517,1459720.493,31608.628
1518,1459737.172,31625.558
1519,1459753.801,31642.605
1520,1459770.519,31658.529
1521,1459787.170,31675.549
1522,1459803.890,31692.733
1523,1459820.535,31708.765
1524,1459837.317,31725.391
1525,1459853.903,31742.534
1526,1459870.633,31759.464
1527,1459887.274,31775.567
1528,1459903.997,31792.399
1529,1459920.866,31809.499
1530,1459937.371,31825.514
1531,1459953.996,31842.308
1532,1459970.687,31859.337
1533,1459987.426,31876.390
1534,1460004.117,31892.324
1535,1460020.819,31909.370
1536,1460037.539,31926.502
1537,1460054.178,31942.240
1538,1460070.798,31959.191
1539,1460087.512,31976.298
1540,1460104.170,31992.339
1541,1460120.881,32009.333
1542,1460137.526,32025.711
1543,1460154.243,32043.254
1544,1460170.896,32059.241
1545,1460187.641,32075.867
1546,1460204.331,32092.963
1547,1460220.998,32109.793
1548,1460237.754,32126.886
1549,1460254.364,32143.371
1550,1460271.007,32159.042
1551,1460287.722,32176.786
1552,1460304.552,32192.567
1553,1460321.142,32209.463
1554,1460337.769,32226.753
1555,1460354.407,32243.082
1556,1460371.131,32260.149
1557,1460387.782,32276.668
1558,1460404.524,32292.679
1559,1460421.147,32309.529
1560,1460437.860,32326.332
1561,1460454.737,32342.820
1562,1460471.259,32359.895
1563,1460487.908,32376.041
1564,1460504.861,32394.239
1565,1460521.316,32410.057
1566,1460537.931,32425.910
1567,1460554.649,32442.973
1568,1460571.298,32459.918
1569,1460588.021,32476.945
1570,1460604.745,32493.275
1571,1460621.521,32511.050
1572,1460638.154,32526.470
1573,1460654.753,32543.761
1574,1460671.423,32559.392
1575,1460688.143,32576.746
1576,1460704.805,32593.508
1577,1460721.448,32609.560
1578,1460738.183,32626.433
1579,1460754.812,32643.378
1580,1460771.534,32660.492
1581,1460788.179,32676.339
1582,1460804.908,32693.369
1583,1460821.553,32710.698
1584,1460838.267,32726.323
1585,1460854.923,32743.274
1586,1460871.642,32760.353
1587,1460888.314,32776.988
1588,1460904.972,32793.954
1589,1460921.696,32810.022
1590,1460938.371,32826.780
1591,1460955.011,32843.376
1592,1460971.747,32860.204
1593,1460988.420,32877.474
1594,1461005.069,32893.141
1595,1461021.788,32910.173
1596,1461038.572,32927.491
1597,1461055.248,32944.326
1598,1461071.828,32960.194
1599,1461088.532,32977.297
1600,1461105.173,32993.413
1601,1461121.897,33010.315
1602,1461138.533,33027.146
1603,1461155.352,33044.508
1604,1461171.938,33060.296
1605,1461188.660,33077.087
1606,1461205.313,33094.274
1607,1461221.972,33110.299
1608,1461238.722,33126.973
1609,1461255.375,33144.188
1610,1461272.042,33161.433
1611,1461288.684,33177.094
1612,1461305.595,33194.051
1613,1461322.099,33211.236
1614,1461338.923,33228.212
1615,1461355.515,33243.990
1616,1461372.161,33260.848
1617,1461388.798,33277.003
1618,1461405.511,33293.906
1619,1461422.159,33313.778
1620,1461438.890,33327.195
1621,1461455.564,33344.054
1622,1461472.200,33361.150
1623,1461488.929,33377.233
1624,1461505.726,33393.979
1625,1461522.409,33411.082
1626,1461538.986,33427.079
1627,1461555.630,33444.113
1628,1461572.346,33461.407
1629,1461589.027,33477.453
1630,1461605.673,33494.924
1631,1461622.394,33511.813
1632,1461639.035,33528.468
1633,1461655.766,33544.085
1634,1461672.468,33560.966
1635,1461689.167,33577.491
1636,1461705.781,33594.666
1637,1461722.526,33611.799
1638,1461739.149,33627.319
1639,1461755.874,33644.516
1640,1461772.539,33661.429
1641,1461789.184,33677.357
1642,1461805.962,33694.294
1643,1461822.562,33711.410
1644,1461839.294,33727.839
1645,1461855.920,33744.031
1646,1461872.640,33760.868
1647,1461889.296,33777.498
1648,1461906.015,33794.416
1649,1461922.658,33811.368
1650,1461939.387,33828.062
1651,1461956.061,33845.041
1652,1461972.708,33860.880
1653,1461989.434,33878.573
1654,1462006.080,33894.320
1655,1462022.797,33911.239
1656,1462039.435,33927.884
1657,1462056.327,33944.773
1658,1462072.904,33961.963
1659,1462089.562,33978.274
1660,1462106.221,33994.393
1661,1462122.861,34011.396
1662,1462139.579,34027.831
1663,1462156.226,34044.902
1664,1462172.958,34062.074
1665,1462189.639,34078.660
1666,1462206.322,34094.477
1667,1462223.002,34111.441
1668,1462239.649,34127.925
1669,1462256.378,34144.693
1670,1462273.052,34161.744
1671,1462289.699,34178.420
1672,1462306.478,34196.106
1673,1462323.213,34211.474
1674,1462339.824,34227.865
1675,1462356.434,34244.841
1676,1462373.188,34261.817
1677,1462389.808,34278.209
1678,1462406.516,34295.407
1679,1462423.165,34311.185
1680,1462439.901,34328.642
1681,1462456.568,34344.666
1682,1462473.211,34361.409
1683,1462489.935,34378.933
1684,1462506.583,34394.992
1685,1462523.438,34411.667
1686,1462540.031,34429.126
1687,1462556.692,34444.792
1688,1462573.313,34461.588
1689,1462590.035,34478.508
1690,1462606.680,34494.696
1691,1462623.401,34512.548
1692,1462640.052,34528.605
1693,1462656.767,34545.689
1694,1462673.432,34561.586
1695,1462690.152,34578.400
1696,1462706.789,34595.779
1697,1462723.513,34611.553
1698,1462740.446,34628.389
1699,1462756.877,34645.365
1700,1462773.520,34661.625
1701,1462790.237,34678.256
1702,1462806.894,34695.449
1703,1462823.615,34712.814
1704,1462840.287,34728.914
1705,1462856.938,34745.468
1706,1462873.654,34762.582
1707,1462890.296,34778.208
1708,1462907.035,34795.414
1709,1462923.714,34812.584
1710,1462940.355,34828.280
1711,1462957.070,34845.421
1712,1462973.727,34862.190
1713,1462990.442,34879.294
1714,1463007.087,34895.175
1715,1463023.808,34912.396
1716,1463040.447,34929.371
1717,1463057.168,34945.338
1718,1463073.962,34962.258
1719,1463090.631,34979.200
1720,1463107.224,34995.202
1721,1463123.915,35013.030
1722,1463140.559,35028.846
1723,1463157.274,35046.501
1724,1463173.925,35062.238
1725,1463190.651,35079.073
1726,1463207.325,35096.469
1727,1463223.969,35113.005
1728,1463240.702,35128.745
1729,1463257.334,35146.453
1730,1463274.291,35163.190
1731,1463290.767,35179.079
1732,1463307.424,35196.395
1733,1463324.238,35212.464
1734,1463340.828,35229.387
1735,1463357.447,35246.120
1736,1463374.240,35262.585
1737,1463390.854,35279.551
1738,1463407.493,35295.951
1739,1463424.253,35312.753
1740,1463440.911,35329.675
1741,1463457.578,35346.133
1742,1463474.229,35362.715
1743,1463490.950,35379.561
1744,1463507.589,35395.839
1745,1463524.441,35413.187
1746,1463541.180,35429.976
1747,1463557.819,35446.729
1748,1463574.571,35462.727
1749,1463591.224,35479.415
1750,1463607.762,35497.018
1751,1463624.435,35513.954
1752,1463641.080,35530.147
1753,1463657.828,35546.944
1754,1463674.458,35562.667
1755,1463691.177,35579.380
1756,1463707.834,35596.457
1757,1463724.480,35612.700
1758,1463741.212,35629.517
1759,1463757.849,35646.527
1760,1463774.578,35662.654
1761,1463791.244,35679.259
1762,1463807.943,35696.675
1763,1463824.580,35712.680
1764,1463841.297,35729.687
1765,1463857.945,35746.525
1766,1463874.663,35763.553
1767,1463891.312,35779.367
1768,1463908.034,35796.273
1769,1463924.689,35813.628
1770,1463941.415,35829.445
1771,1463958.083,35846.638
1772,1463974.724,35862.939
1773,1463991.463,35879.806
1774,1464008.090,35896.977
1775,1464024.829,35912.880
1776,1464041.512,35929.878
1777,1464058.182,35946.161
1778,1464074.838,35963.163
1779,1464091.734,35980.595
1780,1464108.333,35996.438
1781,1464124.893,36013.105
1782,1464141.566,36029.989
1783,1464158.292,36046.621
1784,1464174.969,36063.707
1785,1464191.614,36079.793
1786,1464208.334,36096.787
1787,1464225.101,36114.176
1788,1464241.802,36129.906
1789,1464258.401,36147.321
1790,1464275.076,36163.175
1791,1464291.723,36179.923
1792,1464308.432,36197.346
1793,1464325.254,36213.366
1794,1464341.879,36230.062
1795,1464358.509,36247.140
1796,1464375.170,36263.094
1797,1464391.821,36279.977
1798,1464408.539,36297.061
1799,1464425.230,36317.182
1800,1464441.874,36329.815
1801,1464458.591,36346.882
1802,1464475.232,36364.037
1803,1464491.966,36379.838
1804,1464508.602,36397.137
1805,1464525.321,36413.800
1806,1464542.064,36430.170
1807,1464558.828,36448.047
1808,1464575.391,36463.711
1809,1464592.059,36481.175
1810,1464608.701,36496.961
1811,1464625.435,36514.896
1812,1464642.116,36531.069
1813,1464658.744,36546.867
1814,1464675.498,36563.774
1815,1464692.168,36580.770
1816,1464708.838,36596.926
1817,1464725.486,36613.533
1818,1464742.221,36630.524
1819,1464758.851,36647.126
1820,1464775.576,36663.723
1821,1464792.214,36681.064
1822,1464808.983,36697.863
1823,1464825.585,36714.654
1824,1464842.305,36730.486
1825,1464858.957,36747.332
1826,1464875.675,36764.419
1827,1464892.316,36780.341
1828,1464909.046,36797.471
1829,1464925.688,36814.470
1830,1464942.421,36831.439
1831,1464959.088,36847.123
1832,1464975.733,36864.284
1833,1464992.457,36881.335
1834,1465009.102,36897.125
1835,1465025.829,36914.129
1836,1465042.481,36931.436
1837,1465059.201,36947.297
1838,1465075.873,36964.905
1839,1465092.551,36980.514
1840,1465109.345,36997.817
1841,1465125.988,37014.908
1842,1465142.596,37030.790
1843,1465159.302,37048.159
1844,1465175.940,37063.877
1845,1465192.667,37080.937
1846,1465209.343,37098.334
1847,1465225.988,37114.473
1848,1465242.724,37131.547
1849,1465259.356,37148.090
1850,1465276.083,37164.407
1851,1465292.753,37181.045
1852,1465309.406,37198.045
1853,1465326.332,37214.597
1854,1465342.926,37231.073
1855,1465359.479,37248.374
1856,1465376.191,37264.343
1857,1465392.860,37281.109
1858,1465409.575,37298.270
1859,1465426.258,37314.836
1860,1465442.925,37330.858
1861,1465459.636,37348.242
1862,1465476.249,37364.301
1863,1465492.975,37381.307
1864,1465509.610,37398.247
1865,1465526.332,37414.884
1866,1465542.976,37431.907
1867,1465559.734,37448.157
1868,1465576.721,37464.990
1869,1465593.123,37481.795
1870,1465609.708,37497.916
1871,1465626.389,37515.511
1872,1465643.120,37531.784
1873,1465659.760,37548.493
1874,1465676.507,37564.766
1875,1465693.130,37581.952
1876,1465709.849,37597.823
1877,1465726.500,37614.810
1878,1465743.230,37631.922
1879,1465759.861,37648.436
1880,1465776.583,37664.567
1881,1465793.259,37681.488
1882,1465809.965,37698.293
1883,1465826.590,37714.660
1884,1465843.322,37731.655
1885,1465860.009,37748.551
1886,1465876.687,37764.881
1887,1465893.353,37781.895
1888,1465910.053,37798.831
1889,1465926.695,37814.927
1890,1465943.423,37831.856
1891,1465960.103,37848.792
1892,1465976.748,37864.800
1893,1465993.471,37881.619
1894,1466010.112,37898.598
1895,1466026.834,37915.899
1896,1466043.485,37931.695
1897,1466060.200,37948.795
1898,1466076.845,37965.742
1899,1466093.567,37981.568
1900,1466110.482,37998.639
1901,1466127.088,38015.926
1902,1466143.679,38031.633
1903,1466160.312,38048.453
1904,1466176.950,38065.503
1905,1466193.679,38082.408
1906,1466210.351,38098.391
1907,1466227.028,38115.534
1908,1466243.738,38132.783
1909,1466260.369,38148.565
1910,1466277.093,38165.428
1911,1466293.735,38182.028
1912,1466310.454,38198.260
1913,1466327.100,38215.552
1914,1466344.024,38232.280
1915,1466360.483,38248.420
1916,1466377.197,38265.166
1917,1466393.832,38282.193
1918,1466410.559,38299.310
1919,1466427.246,38315.422
1920,1466443.932,38332.086
1921,1466460.624,38349.070
1922,1466477.251,38365.545
1923,1466493.981,38381.972
1924,1466510.616,38398.981
1925,1466527.346,38416.486
1926,1466544.035,38432.223
1927,1466560.708,38449.111
1928,1466577.353,38466.249
1929,1466594.092,38481.959
1930,1466610.714,38498.939
1931,1466627.441,38517.395
1932,1466644.083,38531.979
1933,1466660.877,38549.101
1934,1466677.654,38566.140
1935,1466694.184,38582.914
1936,1466710.859,38599.069
1937,1466727.504,38616.151
1938,1466744.234,38633.014
1939,1466760.874,38648.983
1940,1466777.600,38665.840
1941,1466794.243,38682.282
1942,1466810.976,38699.489
1943,1466827.648,38716.414
1944,1466844.293,38732.423
1945,1466861.019,38748.943
1946,1466877.709,38766.017
1947,1466894.387,38782.798
1948,1466911.020,38798.771
1949,1466927.749,38815.938
1950,1466944.388,38832.323
1951,1466961.111,38849.847
1952,1466977.760,38865.870
1953,1466994.481,38883.434
1954,1467011.121,38899.134
1955,1467027.851,38916.291
1956,1467044.538,38933.512
1957,1467061.214,38949.892
1958,1467077.857,38965.976
1959,1467094.577,38983.346
1960,1467111.226,38999.181
1961,1467128.006,39016.316
1962,1467144.776,39033.506
1963,1467161.338,39049.899
1964,1467177.960,39066.902
1965,1467194.696,39083.097
1966,1467211.362,39100.443
1967,1467228.013,39116.299
1968,1467244.737,39133.249
1969,1467261.389,39149.905
1970,1467278.121,39166.616
1971,1467294.771,39182.721
1972,1467311.478,39199.668
1973,1467328.129,39216.529
1974,1467345.044,39233.956
1975,1467361.525,39249.847
1976,1467378.222,39266.639
1977,1467394.882,39283.861
1978,1467411.528,39299.421
1979,1467428.245,39316.468
1980,1467444.899,39333.474
1981,1467461.622,39349.760
1982,1467478.301,39366.524
1983,1467494.957,39383.382
1984,1467511.679,39400.521
1985,1467528.355,39416.492
1986,1467544.999,39433.091
1987,1467561.713,39450.473
1988,1467578.360,39466.523
1989,1467595.114,39483.226
1990,1467611.895,39500.535
1991,1467628.459,39518.493
1992,1467645.143,39534.349
1993,1467661.779,39550.148
1994,1467678.519,39567.441
1995,1467695.154,39583.617
1996,1467711.872,39600.844
1997,1467728.516,39616.716
1998,1467745.254,39633.239
1999,1467761.919,39650.077
2000,1467778.575,39667.452
2001,1467795.295,39683.676
2002,1467811.969,39700.700
2003,1467828.616,39716.753
2004,1467845.340,39733.709
2005,1467862.029,39751.064
2006,1467878.658,39766.665
2007,1467895.399,39784.184
2008,1467912.066,39800.073
2009,1467928.709,39817.138
2010,1467945.391,39833.543
2011,1467962.117,39850.702
2012,1467978.799,39867.714
2013,1467995.494,39884.133
2014,1468012.129,39900.037
2015,1468028.856,39917.024
2016,1468045.506,39933.492
2017,1468062.231,39950.450
2018,1468078.903,39967.672
2019,1468095.563,39984.084
2020,1468112.287,40001.139
2021,1468128.958,40017.023
2022,1468145.770,40034.384
2023,1468162.351,40051.361
2024,1468179.039,40066.964
2025,1468195.651,40083.512
2026,1468212.376,40100.442
2027,1468229.015,40117.636
2028,1468245.746,40133.759
2029,1468262.380,40150.849
2030,1468279.107,40166.937
2031,1468295.747,40183.493
2032,1468312.473,40200.605
2033,1468329.112,40217.658
2034,1468346.017,40234.079
2035,1468362.580,40251.007
2036,1468379.233,40268.215
2037,1468395.899,40284.857
2038,1468412.581,40300.547
2039,1468429.457,40317.719
2040,1468445.943,40333.840
2041,1468462.588,40350.728
2042,1468479.271,40367.991
2043,1468495.992,40384.635
2044,1468512.677,40400.530
2045,1468529.388,40417.576
2046,1468546.045,40434.635
2047,1468562.688,40451.503
2048,1468579.407,40467.521
2049,1468596.053,40484.271
2050,1468612.909,40501.470
2051,1468629.499,40519.497
2052,1468646.195,40534.249
2053,1468662.804,40551.387
2054,1468679.535,40568.404
2055,1468696.167,40584.275
2056,1468712.905,40601.274
2057,1468729.579,40618.205
2058,1468746.251,40634.620
2059,1468762.891,40651.512
